ID, check_bal , num_inactive_mths , check_trans_average , num_check_acct , avg_check_bal_3mth , num_mth_since_max_bal , num_mth_since_max_neg_bal , mthly_change_in_neg_bal , mthly_change_in_pos_bal , max_bal , max_neg_bal , avg_num_active_acct_last_6_mth , avg_num_active_acct , avg_overdraft , avg_overdraft_last_6_mth , CC_wtdrw_last_3_mth , CC_wtdrw , saving_acct_bal_EOM , change_in_saving_bal_in_1mth , change_in_liquid_funds_in_1mth , liquid_funds_bal , age , CLV , Churn 
13184, -      , -      ,4,5, -      ,11,11,-84, -      ,"3,504","9,037",5,5,625,493,832,258, -      , -      , -      , -      ,81,"2,166",0
13185,"1,650", -      ,7,5,672,6,12,"-1,932",-349,"2,969","45,003",5,7, -      ,7,428,16, -      , -      , -      , -      ,35,"1,139",0
13186,"20,092", -      ,5,1,"20,614",5,1, -      ,-878,"22,709", -      ,3,3, -      , -      ,141,-13, -      , -      , -      , -      ,45,"2,565",0
13187, -      , -      ,1,2, -      ,1,12,-36, -      ,7,"3,394",1,1,624,739, -      , -      , -      , -      , -      , -      ,68,817,0
13188, -      , -      ,2,4, -      ,1,1,540, -      , -      ,"1,055",1,3,"1,055",262,166,46, -      , -      , -      , -      ,109,244,0
13189, -      , -      , -      , -      , -      ,9,1, -      ,-1,61,"1,688",2,1, -      , -      ,"1,968",377,51,-1, -      , -      ,30,41,0
13190,959, -      ,9,8,193,12,8,-227,93,643,"3,173",6,7,0,4, -      , -      , -      , -      , -      , -      ,48,240,0
13191,463, -      ,14,23,291,8,2,-143,74,950,183,4,4,40,43, -      , -      , -      , -      , -      , -      ,21,81,0
13192,"3,668", -      ,19,24,"1,199",1,1,230,"2,336","4,769",445,7,8, -      , -      , -      , -      ,"1,821",-90,0,23,83,235,0
13193, -      , -      ,10,4,3,4,12,11,0,29,"1,738",4,2,234,147, -      , -      , -      , -      , -      , -      ,106,325,0
13194,51, -      ,8,8,14,10,9,-126,-11,871,"2,708",5,5,86,34, -      , -      , -      , -      , -      , -      ,63,304,0
13195,2, -      ,2,2,0,11,12,-183, -      ,336,"4,557",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,30,473,0
13196, -      , -      ,2, -      ,0,12,11,"-1,466",0,"1,729","8,270",4,4, -      ,0,"3,448","1,018", -      , -      , -      , -      ,49,823,0
13197, -      , -      ,3,4, -      ,5,1, -      , -      ,1, -      ,1,1, -      , -      ,"1,111",375, -      , -      , -      , -      ,85,121,0
13198,"1,711", -      ,25,21,694,1,12,-95,"1,038","1,343",518,5,4, -      ,94, -      , -      , -      , -      , -      , -      ,20,114,0
13199,"1,017", -      ,1, -      ,"2,123",8,1, -      ,"-1,341","10,802", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,70,227,0
13200, -      , -      ,2, -      , -      ,5,12, -      , -      ,1,"4,129",2,3, -      , -      ,"1,437",604, -      , -      , -      , -      ,34,332,0
13201,0, -      ,1,2,0,1,1,"2,154", -      ,0,"4,796",1,2, -      , -      , -      , -      , -      , -      , -      , -      ,57,190,0
13202, -      , -      ,1, -      , -      ,12,8,0,0,57,"1,639",3,3,2,4, -      , -      , -      , -      ,0,3,27,178,0
13203,510, -      ,8,12,47,9,8,-235,-22,173,"8,243",6,6,232,242, -      , -      , -      , -      , -      , -      ,18,777,0
13204,345, -      ,11,10,54,7,6,-181,22,"2,208","5,166",6,6,290,211, -      , -      , -      , -      , -      , -      ,25,844,0
13205,68, -      ,3,8,5,8,1, -      ,15,52, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,17,1,0
13206, -      , -      ,10,9,3,1,12,-654,7,"1,736","18,953",7,8,603,696,"1,506",288,337,17, -      , -      ,86,"4,554",0
13207,"8,697", -      ,4,6,502,9,1,"3,712",758,"3,030","8,951",4,6, -      , -      ,418,134, -      , -      , -      , -      ,21,"2,592",0
13208,0, -      ,3,2, -      ,5,2,-219,0,74,"4,047",3,3, -      ,12, -      , -      , -      , -      , -      , -      ,35,461,0
13209,"1,633", -      ,20,32,397,1,10,63,"5,392","20,134","3,576",7,7,97,453,"5,522",270,"18,963","6,065",-128,"1,597",100,"1,414",0
13210,0, -      ,2,2, -      ,12,11,-62, -      ,53,"3,171",2,3, -      , -      , -      , -      , -      , -      , -      , -      ,55,558,0
13211, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,2, -      , -      ,25,11, -      , -      , -      , -      ,65,3,0
13212, -      , -      , -      , -      , -      ,10,1, -      ,-15,551,4,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,167, -      ,0
13213,50, -      ,2, -      ,45,6,12, -      ,-14,143,"2,732",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,30,"1,238",0
13214,9, -      ,5,6,35,3,1, -      ,-37,65, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,48,5,0
13215,"1,525", -      , -      , -      ,"1,520",3,1, -      ,-32,"1,550", -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,121,187,0
13216,37, -      , -      , -      ,37,12,1, -      ,-1,42, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,21,6,0
13217,19, -      ,3,2,14,8,1, -      ,"-1,099","26,266", -      ,1,1, -      , -      , -      , -      ,"22,360","-1,087", -      , -      ,59,"1,236",0
13218, -      , -      ,5,4,0,2,12,-156,-1,296,"4,848",4,4,135,138,"5,376","1,660", -      , -      , -      , -      ,143,"1,101",0
13219,1, -      , -      , -      ,1,6,12, -      ,-1,358,"1,614",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,46,471,0
13220,5, -      ,1,2,8,2,1, -      ,-18,196, -      ,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,34,3,0
13221, -      , -      , -      , -      , -      ,1,1, -      , -      ,168,"3,845",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,56,121,0
13222, -      , -      ,12,11, -      ,11,3,-396, -      ,831,"11,349",5,5,582,682, -      , -      , -      , -      , -      , -      ,26,"2,711",0
13223,106, -      ,1, -      ,100,8,12, -      ,-6,276,"27,505",2,2, -      , -      ,-7,-2, -      , -      , -      , -      ,162,891,0
13224,2, -      ,15,2,0,5,1, -      ,0,216, -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,43,139,0
13225, -      , -      ,2, -      , -      ,7,3, -      ,-47,"83,526",0,2,2,0,0, -      , -      , -      , -      , -      , -      ,132,522,0
13226,294, -      ,10,19,67,1,12, -      ,87,151,"2,248",6,7, -      , -      ,427,107, -      , -      ,5,5,49,307,0
13227,11, -      ,3,5,2,11,11,"-1,884",7,25,"3,785",3,3, -      , -      , -      , -      , -      , -      , -      , -      ,37,"1,269",0
13228, -      ,5,1, -      , -      ,12,7, -      , -      ,1,247,0, -      , -      ,10, -      , -      , -      , -      , -      , -      ,60,153,0
13229,0, -      ,3,2,0,6,6,-189, -      ,309,"3,106",3,2, -      , -      , -      , -      , -      , -      , -      , -      ,29,162,0
13230,"1,390", -      ,8,9,79,11,12,-150,-56,"2,457","7,941",6,5,7,4, -      , -      , -      , -      , -      , -      ,20,71,0
13231, -      , -      ,6,1, -      ,6,12,107, -      ,41,"4,598",4,4,205,196,801,402, -      , -      , -      , -      ,34,545,0
13232,422, -      ,2,2,34,10,1, -      ,-38,630, -      ,2,3, -      , -      , -      , -      , -      , -      , -      , -      ,12,74,0
13233, -      , -      , -      , -      , -      ,1,1, -      , -      , -      ,7,1,1, -      , -      ,84,29, -      , -      , -      , -      ,57, -      ,0
13234,"7,509", -      ,96,101,"11,153",3,1, -      ,"-3,574","107,393", -      ,6,9, -      , -      ,-7,-2,"69,471","1,067",-669,"1,847",136,"2,269",0
13235,265, -      ,9,8,254,12,9,-121,-71,"8,144","6,147",6,7, -      , -      , -      , -      , -      , -      ,-56,117,67,463,0
13236,106, -      ,6,6,5,1,3,-468,14,14,"7,543",3,3,52,87, -      , -      , -      , -      , -      , -      ,94,"1,260",0
13237,127, -      , -      , -      ,126,12,1, -      ,-3,235, -      ,2,2, -      , -      , -      , -      , -      , -      ,0,23,127,61,0
13238, -      , -      , -      , -      , -      ,1,1, -      , -      ,96,"2,437",2,3, -      , -      ,227,27, -      , -      , -      , -      ,23,555,0
13239, -      , -      ,1, -      ,70,6,1, -      ,-207,369, -      ,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,13,101,0
13240,434, -      ,8,8,248,12,12,-338,-137,467,"16,015",7,8,9,13,312,51, -      , -      , -      , -      ,58,344,0
13241, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,2, -      , -      ,924,289, -      , -      , -      , -      ,27,42,0
13242, -      , -      ,0, -      , -      ,1,3, -      , -      ,0,1,1,1,0,0, -      , -      , -      , -      , -      , -      ,68,0,0
13243,0, -      ,2,2,0,4,4,-328, -      ,0,"5,899",1,2, -      , -      ,30,3, -      , -      , -      , -      ,55,569,0
13244, -      , -      ,1, -      , -      ,5,6, -      , -      ,97,"1,649",3,2, -      ,1,-120,-10, -      , -      , -      , -      ,79,159,0
13245,324, -      ,2,2,126,4,12,-503,-56,186,"21,234",3,3, -      , -      , -      , -      , -      , -      , -      , -      ,42,365,0
13246, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,2,2, -      , -      ,"6,793","2,126", -      , -      , -      , -      ,65,17,0
13247, -      , -      ,4,1,0,12,12,-12,0,222,"1,546",4,3,16,70,68,27, -      , -      ,0,23,31,216,0
13248,"1,008", -      ,5,7,190,9,1,362,-291,"3,014",362,3,5, -      , -      , -      , -      , -      , -      , -      , -      ,23,138,0
13249, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,2, -      , -      ,"2,195",429, -      , -      , -      , -      ,39,138,0
13250,50, -      ,6,4,2,12,12,"-2,827",1,"14,300","85,555",5,8, -      , -      ,"4,565","1,322", -      , -      , -      , -      ,105,"8,016",0
13251, -      , -      ,8,5,19,5,12,48,-51,443,"2,041",5,4,342,284, -      , -      , -      , -      , -      , -      ,48,489,0
13252,701, -      ,5,8,43,1,11,13,26,58,92,3,4,13,2, -      , -      , -      , -      , -      , -      ,21,30,0
13253,578, -      ,5,4,433,12,1, -      ,"-1,387","44,719", -      ,4,4, -      , -      ,"2,495",464,"31,394","-1,541", -      , -      ,59,"1,094",0
13254,462, -      ,3,2,62,12,6, -      ,-19,380,2,4,4, -      ,0,44,18, -      , -      , -      , -      ,20,26,0
13255, -      , -      , -      , -      , -      ,12,12, -      , -      ,51,"1,292",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,69,87,0
13256,784, -      ,37,40,134,7,2,-581,53,"1,585","7,574",8,8,98,123,793,367, -      , -      , -      , -      ,34,449,0
13257,591, -      ,9,8,"6,447",3,2,"-1,057",-78,"25,443","44,478",4,8, -      ,1, -      , -      ,"10,411",-68, -      , -      ,97,717,0
13258,"2,078", -      ,26,23,474,3,5,-105,233,"1,235","4,789",8,8,144,161,"2,744",823, -      , -      , -      , -      ,56,600,0
13259,7, -      ,8,7,0,8,1,"1,622",0,334,"5,562",6,6,370,491,"1,948",892, -      , -      , -      , -      ,53,678,0
13260,149, -      ,10,6,80,11,1, -      ,-42,299, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,63,20,0
13261, -      ,3, -      , -      , -      ,10,12, -      , -      ,0,"1,334",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,29,9,0
13262,0, -      ,3,6,0,9,1, -      ,-106,"13,247", -      ,1,1, -      , -      , -      , -      ,"6,400",-106, -      , -      ,85,339,0
13263, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,46, -      ,0
13264,"2,746", -      ,18,23,474,10,5,-150,-79,"2,497","7,402",6,6,49,25,357, -      , -      , -      , -      , -      ,20,147,0
13265,268, -      ,5,5,260,12,1, -      ,-61,"1,835", -      ,4,4, -      , -      , -      , -      , -      , -      ,-60,"1,141",70,113,0
13266,603, -      ,20,23,97,9,1,123,-25,166,"2,453",7,9,119,108,676,247, -      , -      , -      , -      ,12,196,0
13267,452, -      ,7,7,45,1,12,-217,36,88,"6,199",5,5, -      , -      , -      , -      , -      , -      , -      , -      ,81,"1,434",0
13268, -      , -      ,0, -      , -      ,5,1, -      , -      ,0,"4,554",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,44, -      ,0
13269,0, -      ,2,2,0,9,12,"-1,040",0,28,"43,049",2,3, -      , -      , -      , -      , -      , -      ,0,23,32,820,0
13270,0, -      ,2,2,0,11,12,-62,0,54,"1,742",2,2, -      , -      ,-7,-2, -      , -      , -      , -      ,23,333,0
13271,"2,119", -      ,0, -      ,"2,116",7,1, -      ,-48,"2,323", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,74,341,0
13272, -      , -      , -      , -      , -      ,12,12, -      , -      ,79,"1,866",2,3, -      , -      ,555,327, -      , -      , -      , -      ,29,32,0
13273,0, -      ,4,10, -      ,1,12,-56,0,9,"1,369",4,4, -      , -      ,421,184, -      , -      , -      , -      ,68,62,0
13274, -      , -      ,2,2, -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,65, -      ,0
13275, -      , -      ,0, -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,653,316, -      , -      , -      , -      ,48,20,0
13276,816, -      ,7,5,150,5,1, -      ,33,388, -      ,5,4, -      , -      , -      , -      , -      , -      , -      , -      ,59,20,0
13277,"2,348", -      ,1,5,133,1,1,"1,885",398,398,"6,016",1,5, -      , -      ,184,184, -      , -      , -      , -      ,46,49,0
13278,32, -      ,6,8,32,12,12,-575,-3,"1,854","27,778",3,4,48,38,-117,-38, -      , -      , -      , -      ,20,"1,008",0
13279, -      , -      , -      , -      , -      ,1,1, -      , -      ,1,70,1,2, -      , -      ,"3,285",957, -      , -      , -      , -      ,34,158,0
13280, -      , -      , -      , -      , -      ,1,1, -      , -      ,17, -      ,1,2, -      , -      ,"1,917",918, -      , -      , -      , -      ,174,65,0
13281,458, -      ,4,5,92,2,1, -      ,-104,157, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,63,6,0
13282,13, -      , -      , -      ,13,12,1, -      ,0,15,"6,428", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,103,2,0
13283,"1,268", -      ,15,15,288,5,10,1,-150,500,207,6,7,1,2,"1,329",350, -      , -      , -      , -      ,20, -      ,0
13284,0, -      ,2,2, -      ,12,11,-181,0,665,"6,917",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,28,655,0
13285,254, -      ,35,54,136,2,1, -      ,-281,"3,383", -      ,6,7, -      , -      ,749,125, -      , -      ,-308,"2,897",57,34,0
13286, -      , -      ,10,4, -      ,10,8,-146, -      ,139,"4,470",6,5,263,193,793,160, -      , -      , -      , -      ,18,396,0
13287,484, -      ,7,6,38,3,1, -      ,-1,61, -      ,5,5, -      , -      ,200,25, -      , -      ,-4, -      ,190,0,0
13288,4, -      ,1,5,1,1,1, -      ,2,2, -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,17,1,0
13289,262, -      ,27,19,32,12,5,-34,-10,"9,906",71,5,5,4,37,"2,579",454, -      , -      , -      , -      ,50,45,0
13290,365, -      ,17,15,44,5,3,36,-22,80,"1,094",5,5,617,569, -      , -      , -      , -      , -      , -      ,38,104,0
13291, -      , -      ,5, -      ,10,5,4, -      , -      ,305,204,3,2, -      ,52,305,8, -      , -      , -      , -      ,15,43,0
13292,265, -      ,10,18,254,1,1, -      ,307,"4,048", -      ,4,5, -      , -      , -      , -      ,"5,403",473,-150,"3,055",119,110,0
13293,2, -      ,2,4,1,3,12,-111,0,68,"2,128",4,4, -      , -      ,276,136, -      , -      ,0,3,21,410,0
13294,281, -      ,56,43,115,3,10,-313,-14,"1,107","11,641",6,9,163,108,649,121, -      , -      , -      , -      ,45,"1,653",0
13295, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,2, -      , -      ,"1,187",432, -      , -      , -      , -      ,114,144,0
13296, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,442,122, -      , -      , -      , -      ,133, -      ,0
13297,0, -      , -      , -      ,0,3,1, -      ,0,48, -      ,1,2, -      , -      ,"3,353","1,124", -      , -      , -      , -      ,109,150,0
13298,"1,433", -      ,7,7,510,9,1, -      ,262,"1,404", -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,23,107,0
13299,0, -      ,3,2,0,7,12,-343,0,0,"16,075",1,2, -      , -      , -      , -      , -      , -      , -      , -      ,39,319,0
13300,254, -      ,4,8,29,4,12,-454,25,"42,526","16,948",5,7,109,53, -      , -      , -      , -      , -      , -      ,21,681,0
13301, -      , -      ,3,2,0,2,12,3,0,35,"1,063",4,4,4,9,81,63, -      , -      , -      , -      ,36,210,0
13302,223, -      ,15,25,117,9,1, -      ,-38,339, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,53,101,0
13303, -      ,4,2, -      , -      ,10,1, -      , -      ,5, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,24,86,0
